Time,close,ask,bid,balanceRatio,volbuy,volsell,unbalance
2017-09-28 09:18:35.428882,4177.5,4179.6,4179.4,0.1213173697603576,41.29023784,-299.05869918,-257.76846134000004
2017-09-28 09:19:35.439315,4177.7,4178.0,4177.7,0.093504686355514,21.18890128,-205.41900583,-184.23010455
2017-09-28 09:20:35.612757,4180.0,4179.4,4179.3,0.2324423451189417,58.21853002,-192.24585929,-134.02732927
2017-09-28 09:21:35.581187,4179.5,4180.0,4179.5,0.1811939266261088,36.1184651,-163.21749374,-127.09902864000004
2017-09-28 09:22:35.668623,4180.0,4180.0,4179.9,0.22445567391310736,16.17770003,-55.8975554,-39.71985537000001
2017-09-28 09:23:35.710058,4180.0,4185.1,4180.0,0.26700148206578106,18.10675578,-49.70843251,-31.60167673000001
2017-09-28 09:24:35.782494,4180.0,4180.0,4179.4,0.5027875174323724,105.92485582,-104.75033429,1.174521529999998
2017-09-28 09:25:35.791926,4179.9,4180.0,4179.8,0.6963899680692798,233.18122568000004,-101.66165887,131.51956681
2017-09-28 09:26:35.236326,4185.1,4185.1,4185.0,0.7520074683595467,308.27672999,-101.66165887,206.61507112
2017-09-28 09:27:35.339764,4185.1,4194.2,4185.1,0.762831266327935,307.6332298900001,-95.64498309,211.98824680000007
2017-09-28 09:28:35.386198,4195.5,4191.9,4186.5,0.8539721326241615,493.11047166,-84.32110113,408.78937053
2017-09-28 09:29:35.493636,4193.1,4193.0,4191.0,0.9016019381267408,695.4693754399997,-75.90138812000002,619.5679873199998
2017-09-28 09:30:35.476067,4193.9,4193.9,4192.4,0.9364509658401484,776.8679755999997,-52.71948166000002,724.14849394
2017-09-28 09:31:35.543502,4192.4,4187.0,4186.7,0.9362271937751601,776.8679755999997,-52.91776526000001,723.95021034
2017-09-28 09:32:35.531934,4192.4,4186.8,4186.7,0.93622719377516,776.8679755999997,-52.91776526000001,723.95021034
2017-09-28 09:33:35.608370,4178.1,4187.0,4177.7,0.9181293422839136,902.70151978,-80.4949409,822.2065788799997
2017-09-28 09:34:35.654804,4186.6,4186.6,4184.6,0.9223565077717978,928.38373834,-78.15086137,850.23287697
2017-09-28 09:35:35.793244,4186.3,4186.6,4186.5,0.9262009265524314,326.09820364,-25.983287850000004,300.11491579
2017-09-28 09:36:35.706671,4186.5,4186.6,4186.5,0.7770395441543021,86.19770154,-24.73320563,61.46449591
2017-09-28 09:37:35.819109,4186.6,4186.6,4186.5,0.8301383818674622,115.16123098999998,-23.56411108,91.59711991
2017-09-28 09:38:35.851543,4186.5,4186.6,4186.5,0.7857163542397626,90.30756647,-24.62903372,65.67853275
2017-09-28 09:39:35.915978,4186.6,4186.6,4186.5,0.7533648392798231,78.00699420000002,-25.53778269,52.46921151
2017-09-28 09:40:35.887408,4191.0,4191.0,4188.9,0.7244702086337979,68.97740652,-26.23341885,42.74398767
2017-09-28 09:41:35.924842,4191.0,4191.0,4190.9,0.7024696154951621,61.56261694,-26.07479197,35.48782497
2017-09-28 09:42:36.003279,4205.0,4204.2,4194.1,0.9344037209244892,380.8286219,-26.73463301,354.09398889
2017-09-28 09:43:35.883704,4204.5,4204.5,4203.0,0.9397421365942048,414.2247000599999,-26.56079197,387.66390809
2017-09-28 09:44:35.332104,4204.6,4204.9,4204.6,0.9951599514025836,444.59873082999985,-2.1623453200000005,442.43638550999987
2017-09-28 09:45:35.377538,4206.0,4206.0,4205.0,0.991288101069624,451.45972737000005,-3.9676371700000006,447.4920902
2017-09-28 09:46:35.369970,4216.7,4216.7,4214.4,0.976147364952159,663.30080855,-16.20807747,647.0927310799998
2017-09-28 09:47:35.472407,4208.0,4214.2,4210.3,0.9452334631498464,692.7056335399999,-40.13515188000001,652.57048166
2017-09-28 09:48:35.466839,4210.0,4210.0,4206.7,0.8661915540413149,692.20350041,-106.93093721,585.2725632
2017-09-28 09:49:35.568276,4204.6,4204.6,4203.8,0.8139579100342673,618.73669991,-141.42140197999996,477.31529792999993
2017-09-28 09:50:35.612711,4204.6,4204.6,4195.3,0.8106310664601483,580.6017025900002,-135.63250876999996,444.96919382000016
2017-09-28 09:51:36.658202,4204.6,4203.8,4196.0,0.8106310664601483,580.6017025900002,-135.63250876999996,444.96919382000016
2017-09-28 09:52:36.633633,4203.8,4203.8,4196.1,0.5884642118459246,105.44140377,-73.73925267,31.702151099999995
2017-09-28 09:53:36.574061,4203.8,4203.8,4203.7,0.5240560569245232,81.24954507,-73.79025266999999,7.459292400000009
2017-09-28 09:54:36.673499,4210.0,4203.7,4203.7,0.5380996858366811,79.97915035,-68.65344033,11.32571002000001
2017-09-28 09:55:36.681931,4210.0,4207.7,4203.9,0.5993858767766441,90.51843801,-60.50019876,30.01823924999999
2017-09-28 09:56:36.553355,4204.2,4209.2,4204.2,0.3505784309991156,34.30688579,-63.55106197999999,-29.24417619
2017-09-28 09:57:36.708796,4204.0,4208.7,4204.6,0.22791796096230035,20.70690879,-70.14555717,-49.43864838
2017-09-28 09:58:36.098193,4196.3,4209.7,4204.0,0.2124274507947484,14.113664980000005,-52.32626511000001,-38.21260013000001
2017-09-28 09:59:36.151628,4204.7,4208.1,4204.7,0.2795414095228996,13.17003836,-33.94297571,-20.772937350000007
2017-09-28 10:00:36.529081,4214.6,4204.7,4204.1,0.7639539530299414,110.25232078,-34.06569779,76.18662298999998
2017-09-28 10:01:36.581516,4204.9,4218.2,4207.4,0.7596832391793651,112.02267122,-35.43704020000001,76.58563102
2017-09-28 10:02:36.551946,4215.2,4217.4,4208.5,0.7670229475775583,116.66824154999998,-35.43704020000001,81.23120134999998
2017-09-28 10:03:37.036406,4206.0,4214.8,4206.0,0.7271958823692822,119.02303305,-44.65093147,74.37210157999998
2017-09-28 10:04:37.080840,4217.2,4216.0,4206.0,0.7282771520421609,118.95277905,-44.38171348000001,74.57106556999999
2017-09-28 10:05:37.019268,4209.2,4214.8,4214.0,0.7033862300320614,129.03980817,-54.415316,74.62449217
2017-09-28 10:06:36.995699,4205.8,4209.3,4206.0,0.7086237327611506,111.71021896999996,-45.93369529,65.77652367999998
2017-09-28 10:07:38.045191,4209.3,4213.8,4206.1,0.720073849041771,118.14158148999998,-45.92712014000001,72.21446134999998
2017-09-28 10:08:38.408643,4209.3,4213.9,4206.9,0.720073849041771,118.14158148999998,-45.92712014000001,72.21446134999998
2017-09-28 10:09:38.522081,4213.7,4209.0,4206.8,0.8458288014296106,155.29176836,-28.30539468,126.98637368
