Time,close,ask,bid,balanceRatio,volbuy,volsell,unbalance
2017-09-26 11:50:48.034187,3941.0,3942.1,3941.1,0.2941488263598596,86.91612864,-208.56738464000003,-121.651256
2017-09-26 11:53:42.476164,3937.0,3938.8,3937.3,0.20931001027026855,101.07278946000001,-381.81280846000016,-280.740019
2017-09-26 11:54:44.387705,3948.5,3942.1,3937.1,0.23481061017301402,151.27315122000002,-492.96158378000007,-341.68843256
2017-09-26 11:55:46.423254,3944.1,3941.7,3936.5,0.22666194171029688,164.44135282000002,-561.0503269,-396.6089740800001
2017-09-26 11:56:48.380797,3936.0,3941.3,3936.4,0.20356802457000944,149.31492447000002,-584.1741624599999,-434.85923799000005
2017-09-26 11:57:50.466349,3936.0,3941.3,3936.0,0.1249053324914032,74.59885451000001,-522.6442977400001,-448.04544323000016
2017-09-26 11:58:52.475895,3935.1,3943.8,3935.2,0.22056073775872098,167.45492424999998,-591.76870708,-424.31378283000004
2017-09-26 11:59:54.327433,3943.7,3939.3,3936.1,0.21041055916231638,152.15960379999999,-570.99613708,-418.83653328000014
2017-09-26 12:00:56.215973,3943.7,3939.3,3936.3,0.21041055916231638,152.15960379999999,-570.99613708,-418.83653328000014
2017-09-26 12:01:59.164573,3943.7,3939.2,3935.5,0.21041055916231638,152.15960379999999,-570.99613708,-418.83653328000014
2017-09-26 12:03:01.283126,3939.2,3939.3,3935.9,0.19597580128753328,100.77426249999999,-413.44362480000007,-312.66936230000005
2017-09-26 12:04:03.400679,3939.3,3939.3,3936.2,0.20929596869462613,84.03541587999999,-317.47932138,-233.4439055
2017-09-26 12:05:05.527233,3925.1,3935.1,3927.8,0.10867078669380295,81.73481403,-670.3975346599999,-588.6627206300001
2017-09-26 12:06:08.126813,3931.6,3931.6,3925.1,0.12101549503036536,89.57300110000001,-650.60494948,-561.03194838
2017-09-26 12:07:10.616387,3925.5,3926.8,3925.5,0.12689366563816037,87.12728984,-599.48925167,-512.3619618300002
2017-09-26 12:08:12.665936,3919.4,3925.1,3919.4,0.0908533444037581,83.22172900000001,-832.7789922300001,-749.55726323
2017-09-26 12:09:14.890495,3919.6,3925.0,3919.6,0.0908591019643387,81.50128732,-815.50611819,-734.0048308700001
2017-09-26 12:10:16.984047,3917.2,3917.0,3916.2,0.05329329527205689,45.31251356,-804.9354084100002,-759.6228948500001
2017-09-26 12:11:19.596628,3916.7,3916.5,3916.1,0.08465579656174764,85.67715804,-926.3877154800002,-840.7105574400002
2017-09-26 12:12:21.744183,3911.6,3917.4,3911.5,0.0902876762848331,100.49471443,-1012.55546656,-912.0607521300001
2017-09-26 12:13:23.701727,3916.5,3917.4,3911.7,0.20904384507799292,282.09895015999996,-1067.37369303,-785.2747428700001
2017-09-26 12:14:25.687272,3925.0,3925.1,3917.0,0.28583457795338835,397.01010728,-991.9404882800001,-594.930381
2017-09-26 12:15:27.676818,3928.4,3928.4,3920.8,0.32355900930218384,541.68202285,-1132.4547104099997,-590.7726875599999
2017-09-26 12:16:29.837373,3935.0,3935.1,3930.9,0.3857309978861465,789.8446728499998,-1257.8120547099998,-467.9673818599998
2017-09-26 12:17:31.798917,3935.3,3935.2,3930.8,0.4268546184744803,958.47440536,-1286.9608409199998,-328.48643555999996
